,Song Title,Artist,Year,Position
65,Arizona,Mark Lindsay,1970,66
66,Fire And Rain,James Taylor,1970,67
67,Groovy Situation,Gene Chandler,1970,68
68,Evil Ways,Santana,1970,69
69,No Time,Guess Who,1970,70
70,Didn't I (Blow Your Mind This Time),Delfonics,1970,71
71,The Wonder Of You / Mama Liked The Roses,Elvis Presley,1970,72
72,Up Around The Bend / Run Through The Jungle,Creedence Clearwater Revival,1970,73
73,(If You Let Me Make Love To You Then) Why Can't I Touch You,Ronnie Dyson,1970,74
74,I Just Can't Help Believing,B.J. Thomas,1970,75
75,It's A Shame,Spinners,1970,76
76,For The Love Of Him,Bobbi Martin,1970,77
77,Mississippi Queen,Mountain,1970,78
78,I Want To Take You Higher,Ike and Tina Turner,1970,79
79,The Letter,Joe Cocker,1970,80
80,Ma Belle Amie,Tee Set,1970,81
81,The Bells,Originals,1970,82
82,Yellow River,Christie,1970,83
83,Somebody's Been Sleeping,100 Proof Aged In Soul,1970,84
84,Vehicle,Ides Of March,1970,85
85,Gimme Dat Ding,Pipkins,1970,86
86,Lay A Little Lovin' On Me,Robin McNamara,1970,87
87,Up The Ladder To The Roof,Supremes,1970,88
88,Travelin' Band / Who'll Stop The Rain,Creedence Clearwater Revival,1970,89
89,Come Saturday Morning,Sandpipers,1970,90
90,Psychedelic Shack,Temptations,1970,91
91,Without Love (There Is Nothing),Tom Jones,1970,92
92,Are You Ready?,Pacific Gas and Electric,1970,93
93,Woodstock,"Crosby, Stills, Nash and Young",1970,94
94,I'll Never Fall In Love Again,Dionne Warwick,1970,95
95,Look What They've Done To My Song Ma,New Seekers,1970,96
96,Walk A Mile In My Shoes,Joe South,1970,97
97,The Thrill Is Gone,B.B. King,1970,98
98,It's Only Make Believe,Glen Campbell,1970,99
99,Call Me,Aretha Franklin,1970,100
0,Joy To The World,Three Dog Night,1971,1
1,Maggie May / (Find A) Reason To Believe,Rod Stewart,1971,2
2,It's Too Late / I Feel The Earth Move,Carole King,1971,3
3,One Bad Apple,Osmonds,1971,4
4,How Can You Mend A Broken Heart,Bee Gees,1971,5
5,Indian Reservation,Raiders,1971,6
6,Go Away Little Girl,Donny Osmond,1971,7
7,"Take Me Home, Country Roads",John Denver,1971,8
8,Just My Imagination (Running Away With Me),Temptations,1971,9
9,Knock Three Times,Dawn,1971,10
10,Me And Bobby McGee,Janis Joplin,1971,11
11,Tired Of Being Alone,Al Green,1971,12
12,Want Ads,Honey Cone,1971,13
13,Smiling Faces Sometimes,Undisputed Truth,1971,14
14,Treat Her Like A Lady,Cornelius Brothers and Sister Rose,1971,15
15,Brown Sugar,Rolling Stones,1971,16
16,You've Got A Friend,James Taylor,1971,17
17,Mr. Big Stuff,Jean Knight,1971,18
18,Do You Know What I Mean,Lee Michaels,1971,19
19,The Night They Drove Old Dixie Down,Joan Baez,1971,20
20,What's Going On,Marvin Gaye,1971,21
21,Uncle Albert-Admiral Halsey,Paul and Linda McCartney,1971,22
22,Ain't No Sunshine,Bill Withers,1971,23
23,Signs,Five Man Electrical Band,1971,24
24,She's A Lady,Tom Jones,1971,25
25,I Found Someone Of My Own,Free Movement,1971,26
26,Superstar,Murray Head and The Trinidad Singers,1971,27
27,Amos Moses,Jerry Reed,1971,28
28,Temptation Eyes,Grass Roots,1971,29
29,Superstar,Carpenters,1971,30
30,My Sweet Lord / Isn't It A Pity,George Harrison,1971,31
31,Sweet And Innocent,Donny Osmond,1971,32
32,Put Your Hand In The Hand,Ocean,1971,33
33,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,1971,34
34,For All We Know,Carpenters,1971,35
35,If You Could Read My Mind,Gordon Lightfoot,1971,36
36,Help Me Make It Through The Night,Sammi Smith,1971,37
37,Rainy Days And Mondays,Carpenters,1971,38
38,"Gypsy, Tramps And Thieves",Cher,1971,39
39,Never Can Say Goodbye,Jackson 5,1971,40
40,Rose Garden,Lynn Anderson,1971,41
41,Don't Pull Your Love,"Hamilton, Joe Frank and Reynolds",1971,42
42,It Don't Come Easy,Ringo Starr,1971,43
43,Mr. Bojangles,Nitty Gritty Dirt Band,1971,44
44,I Love You For All Seasons,Fuzz,1971,45
45,Whatcha See Is Whatcha Get,Dramatics,1971,46
46,That's The Way I've Always Heard It Should Be,Carly Simon,1971,47
47,If You Really Love Me,Stevie Wonder,1971,48
48,Spanish Harlem,Aretha Franklin,1971,49
49,I Don't Know How To Love Him,Helen Reddy,1971,50
50,Yo-yo,Osmonds,1971,51
51,Bridge Over Troubled Water,Aretha Franklin,1971,52
52,Doesn't Somebody Want To Be Wanted,Partridge Family,1971,53
53,Draggin' The Line,Tommy James,1971,54
54,Proud Mary,Ike and Tina Turner,1971,55
55,Beginnings / Color My World,Chicago,1971,56
56,Stay Awhile,Bells,1971,57
57,Sweet City Woman,Stampeders,1971,58
58,Me And You And A Dog Named Boo,Lobo,1971,59
59,"Another Day / Oh Woman, Oh Why",Paul McCartney,1971,60
60,If,Bread,1971,61
61,Mercy Mercy Me (The Ecology),Marvin Gaye,1971,62
62,One Toke Over The Line,Brewer and Shipley,1971,63
63,She's Not Just Another Woman,8th Day,1971,64
64,Bring The Boys Home,Freda Payne,1971,65
65,I Just Want To Celebrate,Rare Earth,1971,66
66,Never Ending Song Of Love,Delaney and Bonnie and Friends,1971,67
67,Easy Loving,Freddy Hart,1971,68
68,Liar,Three Dog Night,1971,69
69,Stick-up,Honey Cone,1971,70
70,Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,1971,71
71,Love Story (Where Do I Begin),Andy Williams,1971,72
72,Wild World,Cat Stevens,1971,73
73,"When You're Hot, You're Hot",Jerry Reed,1971,74
74,Funky Nassau,Beginning Of The End,1971,75
75,If Not For You,Olivia Newton-John,1971,76
76,Groove Me,King Floyd,1971,77
77,Watching Scotty Grow,Bobby Goldsboro,1971,78
78,Woodstock,Matthews' Southern Comfort,1971,79
79,Amazing Grace,Judy Collins,1971,80
80,I Hear You Knocking,Dave Edmunds,1971,81
81,Lonely Days,Bee Gees,1971,82
82,Here Comes That Rainy Day Feeling Again,Fortunes,1971,83
83,Won't Get Fooled Again,Who,1971,84
84,Trapped By A Thing Called Love,Denise Lasalle,1971,85
85,Mama's Pearl,Jackson 5,1971,86
86,Timothy,Buoys,1971,87
87,I Woke Up In Love This Morning,Partridge Family,1971,88
88,"Theme From ""Shaft""",Isaac Hayes,1971,89
89,If I Were Your Woman,Gladys Knight and The Pips,1971,90
90,I Am..I Said,Neil Diamond,1971,91
91,Wedding Song (There Is Love),Paul Stookey,1971,92
92,"Don't Knock My Love, Pt. 1",Wilson Pickett,1971,93
93,Love Her Madly,Doors,1971,94
94,Here Comes The Sun,Richie Havens,1971,95
95,Sweet Mary,Wadsworth Mansion,1971,96
96,Right On The Tip Of My Tongue,Brenda and The Tabulations,1971,97
97,One Less Bell To Answer,Fifth Dimension,1971,98
98,Riders On The Storm,Doors,1971,99
99,It's Impossible,Perry Como,1971,100
0,The First Time Ever I Saw Your Face,Roberta Flack,1972,1
1,Alone Again (Naturally),Gilbert O'Sullivan,1972,2
2,American Pie,Don McLean,1972,3
3,Without You,Nilsson,1972,4
4,Candy Man,Sammy Davis Jr.,1972,5
5,I Gotcha,Joe Tex,1972,6
6,Lean On Me,Bill Withers,1972,7
7,Baby Don't Get Hooked On Me,Mac Davis,1972,8
8,Brand New Key,Melanie,1972,9
9,Daddy Don't You Walk So Fast,Wayne Newton,1972,10
10,Let's Stay Together,Al Green,1972,11
11,Brandy (You're A Fine Girl),Looking Glass,1972,12
12,Oh Girl,Chi-Lites,1972,13
13,Nice To Be With You,Gallery,1972,14
14,My Ding-A-Ling,Chuck Berry,1972,15
15,If Loving You Is Wrong I Don't Want To Be Right,Luther Ingram,1972,16
16,Heart Of Gold,Neil Young,1972,17
17,"Betcha By Golly, Wow",Stylistics,1972,18
18,I'll Take You There,Staple Singers,1972,19
19,Ben,Michael Jackson,1972,20
20,The Lion Sleeps Tonight,Robert John,1972,21
21,Outa-Space,Billy Preston,1972,22
22,Slippin' Into Darkness,War,1972,23
23,Long Cool Woman (In A Black Dress),Hollies,1972,24
24,How Do You Do,Mouth and MacNeal,1972,25
25,Song Sung Blue,Neil Diamond,1972,26
26,A Horse With No Name,America,1972,27
27,Popcorn,Hot Butter,1972,28
28,Everybody Plays The Fool,Main Ingredient,1972,29
29,Precious And Few,Climax,1972,30
30,Last Night I Didn't Get To Sleep At All,5th Dimension,1972,31
31,Nights In White Satin,Moody Blues,1972,32
32,Go All The Way,Raspberries,1972,33
33,Too Late To Turn Back Now,Cornelius Brothers and Sister Rose,1972,34
34,Back Stabbers,O'Jays,1972,35
35,Down By The Lazy River,Osmonds,1972,36
36,Sunshine,Jonathan Edwards,1972,37
37,Starting All Over Again,Mel and Tim,1972,38
38,Day Atter Day,Badfinger,1972,39
39,Rocket Man,Elton John,1972,40
40,Rockin' Robin,Michael Jackson,1972,41
41,Beautiful Sunday,Daniel Boone,1972,42
42,Scorpio,Dennis Coffey and The Detroit Guitar Band,1972,43
43,Morning Has Broken,Cat Stevens,1972,44
44,The City Of New Orleans,Arlo Guthrie,1972,45
45,Garden Party,Rick Nelson,1972,46
46,I Can See Clearly Now,Johnny Nash,1972,47
47,Burning Love,Elvis Presley,1972,48
48,Clean Up Woman,Betty Wright,1972,49
49,Hold Your Head Up,Argent,1972,50
50,Jungle Fever,Chakachas,1972,51
51,Everything I Own,Bread,1972,52
52,In The Rain,Dramatics,1972,53
53,Look What You Done For Me,Al Green,1972,54
54,The Happiest Girl In The Whole U.S.A.,Donna Fargo,1972,55
55,Bang A Gong (Get It On),T. Rex,1972,56
56,Mother And Child Reunion,Paul Simon,1972,57
57,Where Is The Love,Roberta Flack and Donny Hathaway,1972,58
58,I'm Still In Love With You,Al Green,1972,59
59,Layla,Derek and The Dominos,1972,60
60,Day Dreaming,Aretha Franklin,1972,61
61,The Way Of Love,Cher,1972,62
62,Black And White,Three Dog Night,1972,63
63,Sylvia's Mother,Dr. Hook and The Medicine Show,1972,64
64,Hurting Each Other,Carpenters,1972,65
65,Coconut,Nilsson,1972,66
66,Puppy Love,Donny Osmond,1972,67
67,You Don't Mess Around With Jim,Jim Croce,1972,68
68,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1972,69
69,A Cowboy's Work Is Never Done,Sonny and Cher,1972,70
70,Joy,Apollo 100,1972,71
71,Anticipation,Carly Simon,1972,72
72,Never Been To Spain,Three Dog Night,1972,73
73,Kiss An Angel Good Morning,Charlie Pride,1972,74
74,School's Out,Alice Cooper,1972,75
75,Saturday In The Park,Chicago,1972,76
76,Drowning In The Sea Of Love,Joe Simon,1972,77
77,Use Me,Bill Withers,1972,78
78,Family Affair,Sly and The Family Stone,1972,79
79,Troglodyte,Jimmy Castor Bunch,1972,80
80,The Witch Queen Of New Orleans,Redbone,1972,81
81,Freddie's Dead,Curtis Mayfield,1972,82
82,Power Of Love,Joe Simon,1972,83
83,Ain't Understanding Mellow,Jerry Butler and Brenda Lee Eager,1972,84
84,Taxi,Harry Chapin,1972,85
85,Don't Say You Don't Rememeer,Beverly Bremers,1972,86
86,Sealed With A Kiss,Bobby Vinton,1972,87
87,I Saw The Light,Todd Rundgren,1972,88
88,Motorcycle Mama,Sailcat,1972,89
89,Day By Day,Godspell,1972,90
90,Roundabout,Yes,1972,91
91,Doctor My Eyes,Jackson Browne,1972,92
92,I'd Like To Teach The World To Sing,New Seekers,1972,93
93,Vincent / Castles In The Air,Don Mclean,1972,94
94,Baby Let Me Take You (In My Arms),Detroit Emeralds,1972,95
95,Speak To The Sky,Rick Springfield,1972,96
96,I'd Like To Teach The World To Sing,Hillside Singers,1972,97
97,Walking In The Rain With The One I Love,Love Unlimited,1972,98
98,"Good Foot, Pt. 1",James Brown,1972,99
99,Pop That Thang,Isley Bros.,1972,100
0,Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando and Dawn,1973,1
1,Bad Bad Leroy Brown,Jim Croce,1973,2
2,Killing Me Softly With His Song,Roberta Flack,1973,3
3,Let's Get It On,Marvin Gaye,1973,4
4,My Love,Paul McCartney and Wings,1973,5
5,Why Me,Kris Kristofferson,1973,6
6,Crocodile Rock,Elton John,1973,7
7,Will It Go Round In Circles,Billy Preston,1973,8
8,You're So Vain,Carly Simon,1973,9
9,Touch Me In The Morning,Diana Ross,1973,10
10,The Night The Lights Went Out In Georgia,Vicki Lawrence,1973,11
11,Playground In My Mind,Clint Holmes,1973,12
12,Brother Louie,Stories,1973,13
13,Delta Dawn,Helen Reddy,1973,14
14,Me And Mrs. Jones,Billy Paul,1973,15
15,Frankenstein,Edgar Winter Group,1973,16
16,Drift Away,Dobie Gray,1973,17
17,Little Willy,Sweet,1973,18
18,You Are The Sunshine Of My Life,Stevie Wonder,1973,19
19,Half Breed,Cher,1973,20
20,That Lady,Isley Bros.,1973,21
21,Pillow Talk,Sylvia,1973,22
22,We're An American Band,Grand Funk Railroad,1973,23
23,"Right Place, Wrong Time",Dr. John,1973,24
24,Wildflower,Skylark,1973,25
25,Superstition,Stevie Wonder,1973,26
26,Loves Me Like A Rock,Paul Simon,1973,27
27,The Morning After,Maureen McGovern,1973,28
28,Rocky Mountain High,John Denver,1973,29
29,Stuck In The Middle With You,Stealers Wheel,1973,30
30,Shambala,Three Dog Night,1973,31
31,Love Train,O'Jays,1973,32
32,I'm Gonna Love You Just A Little More,Barry White,1973,33
33,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,1973,34
34,Keep On Truckin' (Pt. 1),Eddie Kendricks,1973,35
35,Dancing In The Moonlight,King Harvest,1973,36
36,Danny's Song,Anne Murray,1973,37
37,Monster Mash,"Bobby ""Boris"" Pickett and The Crypt Kickers",1973,38
38,Natural High,Bloodstone,1973,39
39,Diamond Girl,Seals and Crofts,1973,40
40,Long Train Running,Doobie Brothers,1973,41
41,Give Me Love (Give Me Peace On Earth),George Harrison,1973,42
42,If You Want Me To Stay,Sly and The Family Stone,1973,43
43,Daddy's Home,Jermaine Jackson,1973,44
44,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight and The Pips,1973,45
45,I'm Doing Fine Now,New York City,1973,46
46,Could It Be I'm Falling In Love,Spinners,1973,47
47,Daniel,Elton John,1973,48
48,Midnight Train To Georgia,Gladys Knight and The Pips,1973,49
49,Smoke On The Water,Deep Purple,1973,50
50,The Cover Of Rolling Stone,Dr. Hook and The Medicine Show,1973,51
51,Behind Closed Doors,Charlie Rich,1973,52
52,Your Mama Don't Dance,Loggins and Messina,1973,53
53,Feelin' Stronger Every Day,Chicago,1973,54
54,The Cisco Kid,War,1973,55
55,Live And Let Die,Wings,1973,56
56,"Oh, Babe, What Would You Say?",Hurricane Smith,1973,57
57,I Believe In You,Johnnie Taylor,1973,58
58,Sing,Carpenters,1973,59
59,Ain't No Woman (Like The One I Got),Four Tops,1973,60
60,Dueling Banjos,Eric Weissberg and Steve Mandel,1973,61
61,Higher Ground,Stevie Wonder,1973,62
62,Here I Am (Come And Take Me),Al Green,1973,63
63,My Maria,B.W. Stevenson,1973,64
64,Superfly,Curtis Mayfield,1973,65
65,Get Down,Gilbert O'Sullivan,1973,66
66,Last Song,Edward Bear,1973,67
67,Reelin' In The Years,Steely Dan,1973,68
68,Hocus Pocus,Focus,1973,69
69,Yesterday Once More,Carpenters,1973,70
70,Boogie Woogie Bugle Boy,Bette Midler,1973,71
71,Clair,Gilbert O'Sullivan,1973,72
72,Do It Again,Steely Dan,1973,73
73,Kodachrome,Paul Simon,1973,74
74,Why Can't We Live Together,Timmy Thomas,1973,75
75,So Very Hard To Go,Tower Of Power,1973,76
76,Do You Want To Dance?,Bette Midler,1973,77
77,Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,1973,78
78,Ramblin' Man,Allman Brothers,1973,79
79,Masterpiece,Temptations,1973,80
80,Peaceful,Helen Reddy,1973,81
81,One Of A Kind (Love Affair),Spinners,1973,82
82,Funny Face,Donna Fargo,1973,83
83,Funky Worm,Ohio Players,1973,84
84,Angie,Rolling Stones,1973,85
85,Jambalaya (On The Bayou),Blue Ridge Rangers,1973,86
86,Don't Expect Me To Be Your Friend,Lobo,1973,87
87,Break Up To Make Up,Stylistics,1973,88
88,Daisy A Day,Jud Strunk,1973,89
89,Also Sprach Zarathustra (2001),Deodato,1973,90
90,Stir It Up,Johnny Nash,1973,91
91,Money,Pink Floyd,1973,92
92,Gypsy Man,War,1973,93
93,The World Is A Ghetto,War,1973,94
94,Yes We Can Can,Pointer Sisters,1973,95
95,Free Ride,Edgar Winter Group,1973,96
96,Space Oddity,David Bowie,1973,97
97,It Never Rains In Southern California,Albert Hammond,1973,98
98,The Twelfth Of Never,Donny Osmond,1973,99
99,Papa Was A Rolling Stone,Temptations,1973,100
0,The Way We Were,Barbra Streisand,1974,1
1,Seasons In The Sun,Terry Jacks,1974,2
2,Love's Theme,Love Unlimited Orchestra,1974,3
3,Come And Get Your Love,Redbone,1974,4
4,Dancing Machine,Jackson 5,1974,5
5,The Loco-Motion,Grand Funk Railroad,1974,6
6,TSOP,MFSB,1974,7
7,The Streak,Ray Stevens,1974,8
8,Bennie And The Jets,Elton John,1974,9
9,One Hell Of A Woman,Mac Davis,1974,10
10,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,1974,11
11,Jungle Boogie,Kool and The Gang,1974,12
12,Midnight At The Oasis,Maria Muldaur,1974,13
13,You Make Me Feel Brand New,Stylistics,1974,14
14,Show And Tell,Al Wilson,1974,15
15,Spiders And Snakes,Jim Stafford,1974,16
16,Rock On,David Essex,1974,17
17,Sunshine On My Shoulders,John Denver,1974,18
18,Sideshow,Blue Magic,1974,19
19,Hooked On A Feeling,Blue Swede,1974,20
20,Billy Don't Be A Hero,Bo Donaldson and The Heywoods,1974,21
21,Band On The Run,Paul McCartney and Wings,1974,22
22,The Most Beautiful Girl,Charlie Rich,1974,23
23,Time In A Bottle,Jim Croce,1974,24
24,Annie's Song,John Denver,1974,25
25,(You're) Having My Baby,Paul Anka,1974,26
26,Let Me Be There,Olivia Newton-John,1974,27
27,Sundown,Gordon Lightfoot,1974,28
28,Rock Me Gently,Andy Kim,1974,29
29,Boogie Down,Eddie Kendricks,1974,30
30,You're Sixteen,Ringo Starr,1974,31
31,If You Love Me (Let Me Know),Olivia Newton-John,1974,32
32,Dark Lady,Cher,1974,33
33,Best Thing That Ever Happened To Me,Gladys Knight and The Pips,1974,34
34,Feel Like Makin' Love,Roberta Flack,1974,35
35,Just Don't Want To Be Lonely,Main Ingredient,1974,36
36,Nothing From Nothing,Billy Preston,1974,37
37,Rock Your Baby,George McCrae,1974,38
38,Top Of The World,Carpenters,1974,39
39,The Joker,Steve Miller Band,1974,40
40,I've Got To Use My Imagination,Gladys Knight and The Pips,1974,41
41,The Show Must Go On,Three Dog Night,1974,42
42,Rock The Boat,Hues Corporation,1974,43
43,Smokin' In The Boy's Room,Brownsville Station,1974,44
44,Living For The City,Stevie Wonder,1974,45
45,Then Came You,Dionne Warwick and The Spinners,1974,46
46,The Night Chicago Died,Paper Lace,1974,47
47,The Entertainer,Marvin Hamlisch,1974,48
48,Waterloo,ABBA,1974,49
49,The Air That I Breathe,Hollies,1974,50
50,Rikki Don't Lose That Number,Steely Dan,1974,51
51,Mockingbird,Carly Simon,1974,52
52,Help Me,Joni Mitchell,1974,53
53,You Won't See Me,Anne Murray,1974,54
54,"Never, Never Gonna Give You Up",Barry White,1974,55
55,Tell Me Something Good,Rufus,1974,56
56,You And Me Against The World,Helen Reddy,1974,57
57,Rock And Roll Heaven,Righteous Brothers,1974,58
58,Hollywood Swinging,Kool and The Gang,1974,59
59,Be Thankful For What You Got,William Devaughn,1974,60
60,Hang On In There Baby,Johnny Bristol,1974,61
61,Eres Tu (Touch The Wind),Mocedades,1974,62
62,Takin' Care Of Business,Bachman-Turner Overdrive,1974,63
63,Radar Love,Golden Earring,1974,64
64,Please Come To Boston,Dave Loggins,1974,65
65,Keep On Smilin',Wet Willie,1974,66
66,Lookin' For A Love,Bobby Womack,1974,67
67,Put Your Hands Together,O'Jays,1974,68
68,On And On,Gladys Knight and The Pips,1974,69
69,Oh Very Young,Cat Stevens,1974,70
70,Leave Me Alone (Ruby Red Dress),Helen Reddy,1974,71
71,(I've Been) Searchin' So Long,Chicago,1974,72
72,Goodbye Yellow Brick Road,Elton John,1974,73
73,Oh My My,Ringo Starr,1974,74
74,For The Love Of Money,O'Jays,1974,75
75,I Shot The Sheriff,Eric Clapton,1974,76
76,Jet,Paul McCartney and Wings,1974,77
77,Don't Let The Sun Go Down On Me,Elton John,1974,78
78,Tubular Bells,Mike Oldfield,1974,79
79,A Love Song,Anne Murray,1974,80
80,I'm Leaving It All Up To You,Donny and Marie Osmond,1974,81
81,"Hello, It's Me",Todd Rundgren,1974,82
82,I Love,Tom T. Hall,1974,83
83,Clap For The Wolfman,Guess Who,1974,84
84,I'll Have To Say I Love You In A Song,Jim Croce,1974,85
85,The Lord's Prayer,Sister Janet Mead,1974,86
86,Trying To Hold On To My Woman,Lamont Dozier,1974,87
87,Don't You Worry 'Bout A Thing,Stevie Wonder,1974,88
88,A Very Special Love Song,Charlie Rich,1974,89
89,My Girl Bill,Jim Stafford,1974,90
90,My Mistake Was To Love You,Diana Ross and Marvin Gaye,1974,91
91,Helen Wheels,Paul McCartney and Wings,1974,92
92,Wildwood Weed,Jim Stafford,1974,93
93,Beach Baby,First Class,1974,94
94,Me And Baby Brother,War,1974,95
95,Rockin' Roll Baby,Stylistics,1974,96
96,I Honestly Love You,Olivia Newton-John,1974,97
97,Call On Me,Chicago,1974,98
98,Wild Thing,Fancy,1974,99
99,"Mighty Love, Pt. 1",Spinners,1974,100
0,Love Will Keep Us Together,Captain and Tennille,1975,1
1,Rhinestone Cowboy,Glen Campbell,1975,2
2,Philadelphia Freedom,Elton John,1975,3
3,Before The Next Teardrop Falls,Freddy Fender,1975,4
4,My Eyes Adored You,Frankie Valli,1975,5
5,Shining Star,"Earth, Wind and Fire",1975,6
6,Fame,David Bowie,1975,7
7,Laughter In The Rain,Neil Sedaka,1975,8
8,One Of These Nights,Eagles,1975,9
9,Thank God I'm A Country Boy,John Denver,1975,10
10,Jive Talkin',Bee Gees,1975,11
11,Best Of My Love,Eagles,1975,12
12,Lovin' You,Minnie Riperton,1975,13
13,Kung Fu Fighting,Carl Douglas,1975,14
14,Black Water,Doobie Brothers,1975,15
15,Ballroom Blitz,Sweet,1975,16
16,(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975,17
